PollEndDate,Pollster,LNP,ALP,GRN,PUP,FFP,DEM,PHON,OTH
26/04/2009,Morgan,36.5,50,8.5,#N/A,1.5,#N/A,#N/A,3.5
20/04/2009,Essential,34,50,7,#N/A,#N/A,#N/A,#N/A,8
19/04/2009,Newspoll,37,47,9,#N/A,#N/A,#N/A,#N/A,7
14/04/2009,Essential,34,51,8,#N/A,#N/A,#N/A,#N/A,8
12/04/2009,Morgan,33.5,51.5,8,#N/A,2,#N/A,#N/A,5
6/04/2009,Essential,32,54,9,#N/A,#N/A,#N/A,#N/A,6
5/04/2009,Newspoll,36,47,9,#N/A,#N/A,#N/A,#N/A,8
29/03/2009,Morgan,33.5,53,8,#N/A,1.5,#N/A,#N/A,4
27/03/2009,Nielsen,37,47,10,#N/A,1,1,#N/A,4
22/03/2009,Newspoll,37,45,8,#N/A,#N/A,#N/A,#N/A,10
16/03/2009,Essential,35,49,6,#N/A,#N/A,#N/A,#N/A,10
15/03/2009,Morgan,39,48.5,6,#N/A,1.5,#N/A,#N/A,5
10/03/2009,Essential,35,50,8,#N/A,#N/A,#N/A,#N/A,8
8/03/2009,Newspoll,36,44,10,#N/A,#N/A,#N/A,#N/A,10
8/03/2009,Morgan,34.5,50.5,8,#N/A,2,#N/A,#N/A,5
2/03/2009,Essential,32,52,9,#N/A,#N/A,#N/A,#N/A,7
1/03/2009,Morgan,33,51.5,8.5,#N/A,2.5,#N/A,#N/A,4.5
22/02/2009,Newspoll,36,47,9,#N/A,#N/A,#N/A,#N/A,8
16/02/2009,Essential,34,51,8,#N/A,#N/A,#N/A,#N/A,6
15/02/2009,Morgan,36.5,49,7.5,#N/A,1,#N/A,#N/A,6
9/02/2009,Essential,34,51,8,#N/A,#N/A,#N/A,#N/A,7
8/02/2009,Newspoll,36,48,8,#N/A,#N/A,#N/A,#N/A,8
8/02/2009,Morgan,35.5,51.5,8,#N/A,1.5,#N/A,#N/A,3.5
2/02/2009,Essential,34,50,8,#N/A,#N/A,#N/A,#N/A,9
1/02/2009,Morgan,38,46.5,8,#N/A,2.5,#N/A,#N/A,5
25/01/2009,Morgan,36,50.5,7.5,#N/A,1.5,#N/A,#N/A,4.5
19/01/2009,Essential,35,50,8,#N/A,#N/A,#N/A,#N/A,8
18/01/2009,Newspoll,39,43,10,#N/A,#N/A,#N/A,#N/A,8
12/01/2009,Essential,35,49,8,#N/A,#N/A,#N/A,#N/A,7
11/01/2009,Morgan,35,51.5,8,#N/A,1.5,#N/A,#N/A,4
21/12/2008,Morgan,35.5,52.5,6,#N/A,1.5,#N/A,#N/A,4.5
15/12/2008,Essential,36,48,8,#N/A,#N/A,#N/A,#N/A,8
8/12/2008,Essential,34,50,7,#N/A,#N/A,#N/A,#N/A,8
7/12/2008,Newspoll,35,48,10,#N/A,#N/A,#N/A,#N/A,7
7/12/2008,Morgan,34.5,48.5,10.5,#N/A,1.5,#N/A,#N/A,5
1/12/2008,Essential,35,48,8,#N/A,#N/A,#N/A,#N/A,9
23/11/2008,Newspoll,38,42,11,#N/A,#N/A,#N/A,#N/A,9
23/11/2008,Morgan,35.5,50.5,7.5,#N/A,2,#N/A,#N/A,4.5
16/11/2008,Galaxy,40,43,11,#N/A,#N/A,#N/A,#N/A,6
15/11/2008,Nielsen,39,45,10,#N/A,1,1,#N/A,4
10/11/2008,Essential,35,49,8,#N/A,#N/A,#N/A,#N/A,8
9/11/2008,Newspoll,38,44,9,#N/A,#N/A,#N/A,#N/A,9
9/11/2008,Morgan,36,49,8.5,#N/A,2,#N/A,#N/A,4.5
3/11/2008,Essential,33,51,8,#N/A,#N/A,#N/A,#N/A,8
26/10/2008,Newspoll,39,44,9,#N/A,#N/A,#N/A,#N/A,8
26/10/2008,Morgan,37.5,46.5,8.5,#N/A,2,#N/A,#N/A,5.5
20/10/2008,Essential,34,47,10,#N/A,#N/A,#N/A,#N/A,8
18/10/2008,Nielsen,39,46,9,#N/A,1,1,#N/A,5
16/10/2008,Morgan,38,48,8,#N/A,1.5,#N/A,#N/A,4.5
13/10/2008,Essential,37,44,11,#N/A,#N/A,#N/A,#N/A,8
12/10/2008,Newspoll,38,41,13,#N/A,#N/A,#N/A,#N/A,8
12/10/2008,Morgan,36,46,9.5,#N/A,2.5,#N/A,#N/A,6
9/10/2008,Morgan,36,46.5,9.5,#N/A,3,#N/A,#N/A,5
7/10/2008,Essential,36,47,9,#N/A,#N/A,#N/A,#N/A,8
28/09/2008,Morgan,36.5,46.5,10,#N/A,1.5,#N/A,#N/A,5.5
25/09/2008,Morgan,38.5,46.5,8,#N/A,2.5,#N/A,#N/A,4.5
25/09/2008,Galaxy,44,41,9,#N/A,#N/A,#N/A,#N/A,6
22/09/2008,Essential,32,39,9,#N/A,#N/A,#N/A,#N/A,8
21/09/2008,Newspoll,38,42,10,#N/A,#N/A,#N/A,#N/A,10
20/09/2008,Nielsen,42,41,9,#N/A,2,1,#N/A,4
15/09/2008,Essential,33,45,10,#N/A,#N/A,#N/A,#N/A,11
14/09/2008,Morgan,38,45,8,#N/A,1.5,#N/A,#N/A,7.5
8/09/2008,Essential,33,47,9,#N/A,#N/A,#N/A,#N/A,12
7/09/2008,Newspoll,37,44,11,#N/A,#N/A,#N/A,#N/A,8
1/09/2008,Essential,34,48,7,#N/A,#N/A,#N/A,#N/A,11
31/08/2008,Morgan,37,50,6.5,#N/A,2,#N/A,#N/A,4.5
24/08/2008,Newspoll,38,45,8,#N/A,#N/A,#N/A,#N/A,9
17/08/2008,Morgan,37.5,47,8.5,#N/A,2,#N/A,#N/A,5
16/08/2008,Nielsen,39,43,9,#N/A,2,1,#N/A,6
10/08/2008,Newspoll,38,47,9,#N/A,#N/A,#N/A,#N/A,6
3/08/2008,Morgan,39.5,45.5,8,#N/A,1.5,#N/A,#N/A,6
27/07/2008,Newspoll,37,47,10,#N/A,#N/A,#N/A,#N/A,6
20/07/2008,Morgan,39.5,45.5,7.5,#N/A,2,#N/A,#N/A,5.5
19/07/2008,Nielsen,40,43,10,#N/A,2,1,#N/A,4
13/07/2008,Newspoll,38,43,11,#N/A,#N/A,#N/A,#N/A,8
13/07/2008,Morgan,34.5,48,11.5,#N/A,2.5,#N/A,#N/A,3.5
6/07/2008,Morgan,35,48.5,8,#N/A,2.5,#N/A,#N/A,6
29/06/2008,Newspoll,39,44,10,#N/A,#N/A,#N/A,#N/A,7
22/06/2008,Morgan,34,52,8,#N/A,1.5,#N/A,#N/A,4.5
15/06/2008,Newspoll,33,46,12,#N/A,#N/A,#N/A,#N/A,9
14/06/2008,Nielsen,38,44,10,#N/A,2,1,#N/A,5
9/06/2008,Morgan,38.5,45.5,8.5,#N/A,1.5,#N/A,#N/A,6
8/06/2008,Morgan,36,48.5,8.5,#N/A,2,#N/A,#N/A,5
1/06/2008,Newspoll,37,46,10,#N/A,#N/A,#N/A,#N/A,7
1/06/2008,Morgan,31.5,52.5,9,#N/A,2,#N/A,#N/A,5
25/05/2008,Morgan,34,53,5.5,#N/A,2.5,#N/A,#N/A,5
18/05/2008,Newspoll,37,47,9,#N/A,#N/A,#N/A,#N/A,7
18/05/2008,Morgan,35,51.5,8.5,#N/A,1,#N/A,#N/A,4
17/05/2008,Nielsen,38,46,8,#N/A,2,1,#N/A,4
11/05/2008,Morgan,37,47,9,#N/A,1,#N/A,#N/A,6
4/05/2008,Newspoll,37,47,9,#N/A,#N/A,#N/A,#N/A,7
4/05/2008,Morgan,32.5,52.5,8,#N/A,2,#N/A,#N/A,5
27/04/2008,Morgan,33.5,54.5,5.5,#N/A,2.5,#N/A,#N/A,4
20/04/2008,Newspoll,34,51,9,#N/A,#N/A,#N/A,#N/A,6
17/04/2008,Morgan,33,55,6,#N/A,1,#N/A,#N/A,5
13/04/2008,Morgan,33.5,54,6.5,#N/A,1,#N/A,#N/A,5
10/04/2008,Morgan,32,54,8.5,#N/A,1,#N/A,#N/A,4.5
6/04/2008,Newspoll,35,48,10,#N/A,#N/A,#N/A,#N/A,7
6/04/2008,Morgan,33.5,53.5,7.5,#N/A,1.5,#N/A,#N/A,4
3/04/2008,Morgan,34,51,7.5,#N/A,2,#N/A,#N/A,5.5
23/03/2008,Morgan,31,55,7,#N/A,3,#N/A,#N/A,4
16/03/2008,Newspoll,35,47,11,#N/A,#N/A,#N/A,#N/A,7
12/03/2008,Morgan,34,53.5,5.5,#N/A,1.5,#N/A,#N/A,5.5
9/03/2008,Morgan,30.5,55.5,9,#N/A,1.5,#N/A,#N/A,3.5
2/03/2008,Newspoll,31,51,10,#N/A,#N/A,#N/A,#N/A,8
24/02/2008,Morgan,31.5,56.5,6.5,#N/A,1.5,#N/A,#N/A,4
17/02/2008,Newspoll,36,46,10,#N/A,#N/A,#N/A,#N/A,8
10/02/2008,Morgan,33,54,7.5,#N/A,1.5,#N/A,#N/A,4
31/01/2008,Morgan,34.5,50,8,#N/A,1,#N/A,#N/A,6.5
27/01/2008,Morgan,36,49,8.5,#N/A,1.5,#N/A,#N/A,5
24/01/2008,Morgan,32,53,10,#N/A,1,#N/A,#N/A,4
20/01/2008,Newspoll,35,46,12,#N/A,#N/A,#N/A,#N/A,7
13/01/2008,Morgan,33,51.5,8,#N/A,2,#N/A,#N/A,5.5
9/12/2007,Morgan,34,49.5,10.5,#N/A,2.5,#N/A,#N/A,3.5
6/12/2007,Morgan,36.5,49,7,#N/A,1.5,#N/A,#N/A,6
24/11/2007,Morgan,42.1,43.4,7.8,#N/A,2,0.7,#N/A,4.7
23/11/2007,Morgan,41.5,43.5,8.5,#N/A,2.5,#N/A,#N/A,4
22/11/2007,Newspoll,43,44,7,#N/A,#N/A,#N/A,#N/A,6
22/11/2007,Morgan,40.5,44.5,9,#N/A,2.5,1,#N/A,2.5
21/11/2007,Nielsen,40,48,8,#N/A,1,1,#N/A,2
18/11/2007,Newspoll,41,46,7,#N/A,#N/A,#N/A,#N/A,6
18/11/2007,Morgan,39.5,47.5,8,#N/A,0.5,0.5,#N/A,4
17/11/2007,Morgan,40,46.5,8,#N/A,0.5,2,0.5,2.5
14/11/2007,Nielsen,43,47,7,#N/A,1,1,#N/A,2
11/11/2007,Newspoll,40,48,6,#N/A,#N/A,#N/A,#N/A,6
11/11/2007,Morgan,39,48,7,#N/A,1,1.5,#N/A,3.5
8/11/2007,Morgan,39,44.5,10.5,#N/A,1.5,2,1,1.5
4/11/2007,Newspoll,42,47,5,#N/A,#N/A,#N/A,#N/A,6
4/11/2007,Morgan,34,54.5,6,#N/A,2,0.5,0.5,2.5
4/11/2007,Galaxy,42,45,9,#N/A,#N/A,#N/A,#N/A,4
31/10/2007,Nielsen,41,48,6,#N/A,1,1,#N/A,3
28/10/2007,Newspoll,42,48,4,#N/A,#N/A,#N/A,#N/A,6
28/10/2007,Morgan,39,49,7.5,#N/A,1,1,0.5,2
25/10/2007,Morgan,41,44,10.5,#N/A,1,1.5,0.5,1.5
21/10/2007,Newspoll,38,51,5,#N/A,#N/A,#N/A,#N/A,6
21/10/2007,Morgan,39.5,47,8,#N/A,2,1,1,1.5
18/10/2007,Morgan,39.5,45,9,#N/A,1.5,0.5,1,3.5
17/10/2007,Nielsen,42,48,6,#N/A,1,1,#N/A,3
17/10/2007,Galaxy,43,45,8,#N/A,#N/A,#N/A,#N/A,4
14/10/2007,Newspoll,39,48,4,#N/A,#N/A,#N/A,#N/A,9
14/10/2007,Morgan,39.5,49.5,7,#N/A,0.5,1,0.5,2
7/10/2007,Morgan,38,49.5,6,#N/A,2,1,0.5,3
6/10/2007,Nielsen,40,47,8,#N/A,2,1,#N/A,2
30/09/2007,Newspoll,39,48,5,#N/A,#N/A,#N/A,#N/A,8
30/09/2007,Morgan,35.5,53.5,5.5,#N/A,1.5,1.5,0.5,2
23/09/2007,Morgan,36,54,5.5,#N/A,1,0.5,0.5,2.5
23/09/2007,Galaxy,40,46,9,#N/A,#N/A,#N/A,#N/A,5
16/09/2007,Newspoll,41,47,4,#N/A,#N/A,#N/A,#N/A,8
16/09/2007,Morgan,39.5,49.5,6,#N/A,1.5,0.5,1,2
9/09/2007,Morgan,36,51,6,#N/A,2,1,0.5,3.5
8/09/2007,Nielsen,39,49,7,#N/A,1,#N/A,#N/A,3
2/09/2007,Newspoll,37,51,3,#N/A,#N/A,#N/A,#N/A,9
2/09/2007,Morgan,34.5,49,9,#N/A,2,2,0.5,3
26/08/2007,Morgan,41,46,6.5,#N/A,1.5,1,1,3
26/08/2007,Galaxy,39,47,9,#N/A,#N/A,#N/A,#N/A,5
19/08/2007,Newspoll,39,46,5,#N/A,#N/A,#N/A,#N/A,10
12/08/2007,Morgan,36.5,49.5,7,#N/A,2,1.5,1,2.5
11/08/2007,Nielsen,41,46,7,#N/A,2,1,#N/A,4
5/08/2007,Newspoll,39,48,4,#N/A,#N/A,#N/A,#N/A,9
29/07/2007,Morgan,40.5,47,6.5,#N/A,1.5,1,0.5,3
29/07/2007,Galaxy,41,46,9,#N/A,#N/A,#N/A,#N/A,4
22/07/2007,Newspoll,40,47,4,#N/A,#N/A,#N/A,#N/A,9
15/07/2007,Morgan,40.5,47.5,5.5,#N/A,2,1.5,#N/A,3
14/07/2007,Nielsen,39,49,7,#N/A,1,1,#N/A,4
8/07/2007,Newspoll,39,48,4,#N/A,#N/A,#N/A,#N/A,9
1/07/2007,Morgan,36,50.5,7,#N/A,1.5,0.5,1,3.5
1/07/2007,Galaxy,41,46,9,#N/A,#N/A,#N/A,#N/A,4
17/06/2007,Newspoll,39,46,5,#N/A,#N/A,#N/A,#N/A,10
17/06/2007,Morgan,37,48,6.5,#N/A,2,1.5,1,4
16/06/2007,Nielsen,39,48,8,#N/A,1,1,#N/A,3
3/06/2007,Morgan,38,51,5.5,#N/A,1.5,0.5,1,2.5
3/06/2007,Galaxy,42,44,10,#N/A,#N/A,#N/A,#N/A,4
27/05/2007,Newspoll,35,52,3,#N/A,#N/A,#N/A,#N/A,10
27/05/2007,Morgan,37.5,49,6,#N/A,2,1,1.5,3
24/05/2007,Newspoll,39,47,5,#N/A,#N/A,#N/A,#N/A,9
20/05/2007,Newspoll,39,49,3,#N/A,#N/A,#N/A,#N/A,9
20/05/2007,Morgan,35.5,51,8,#N/A,1.5,1,1,2
19/05/2007,Nielsen,39,48,7,#N/A,1,1,#N/A,3
13/05/2007,Newspoll,36,50,4,#N/A,#N/A,#N/A,#N/A,10
13/05/2007,Morgan,36,51,8,#N/A,1.5,1,0.5,2
13/05/2007,Galaxy,39,49,9,#N/A,#N/A,#N/A,#N/A,3
6/05/2007,Morgan,35.5,51.5,7,#N/A,1.5,1,0.5,3
29/04/2007,Newspoll,37,48,5,#N/A,#N/A,#N/A,#N/A,10
29/04/2007,Morgan,34.5,52.5,6.5,#N/A,1.5,1.5,0.5,3
22/04/2007,Galaxy,37,49,9,#N/A,#N/A,#N/A,#N/A,5
21/04/2007,Nielsen,37,50,7,#N/A,1,1,#N/A,4
15/04/2007,Newspoll,35,50,6,#N/A,#N/A,#N/A,#N/A,9
15/04/2007,Morgan,35.5,50,7.5,#N/A,1.5,1,0.5,4
1/04/2007,Newspoll,38,49,4,#N/A,#N/A,#N/A,#N/A,9
1/04/2007,Morgan,34.5,49.5,9,#N/A,1.5,1.5,0.5,3.5
18/03/2007,Newspoll,34,52,5,#N/A,#N/A,#N/A,#N/A,9
18/03/2007,Morgan,36,48.5,8,#N/A,2.5,1,1,3
11/03/2007,Morgan,34,51.5,7.5,#N/A,2,1.5,1,2.5
10/03/2007,Nielsen,35,50,9,#N/A,1,2,#N/A,4
4/03/2007,Newspoll,37,47,5,#N/A,#N/A,#N/A,#N/A,11
4/03/2007,Morgan,33,51.5,7,#N/A,1.5,2,1,4
25/02/2007,Morgan,34,52.5,7.5,#N/A,1.5,0.5,1,3
18/02/2007,Newspoll,41,46,5,#N/A,#N/A,#N/A,#N/A,8
18/02/2007,Morgan,38,48,7,#N/A,1.5,1.5,0.5,3.5
10/02/2007,Nielsen,36,46,11,#N/A,1,1,#N/A,4
4/02/2007,Newspoll,38,47,5,#N/A,#N/A,#N/A,#N/A,10
4/02/2007,Morgan,37,47,8,#N/A,1.5,2,0.5,4
28/01/2007,Morgan,39,43.5,7.5,#N/A,2.5,1.5,1.5,4.5
21/01/2007,Newspoll,39,44,7,#N/A,#N/A,#N/A,#N/A,10
14/01/2007,Morgan,36.5,47,8,#N/A,2,1.5,1.5,3.5
17/12/2006,Morgan,35.5,49,7,#N/A,2,2.5,1,3
10/12/2006,Newspoll,39,46,5,#N/A,#N/A,#N/A,#N/A,10
10/12/2006,Morgan,34.5,50,7,#N/A,2.5,1.5,1,3.5
3/12/2006,Morgan,41.5,41,9,#N/A,1.5,1.5,1,4.5
2/12/2006,Nielsen,39,41,12,#N/A,2,1,#N/A,4
26/11/2006,Newspoll,41,39,7,#N/A,#N/A,#N/A,#N/A,13
19/11/2006,Morgan,40.5,40.5,10,#N/A,2,2.5,1,3.5
12/11/2006,Newspoll,41,37,9,#N/A,#N/A,#N/A,#N/A,13
5/11/2006,Morgan,41.5,40.5,9,#N/A,2,1.5,1,4.5
4/11/2006,Nielsen,40,40,11,#N/A,2,2,#N/A,5
29/10/2006,Newspoll,42,41,7,#N/A,#N/A,#N/A,#N/A,10
22/10/2006,Morgan,40.5,41.5,8.5,#N/A,2,2,0.5,5
15/10/2006,Newspoll,41,41,6,#N/A,#N/A,#N/A,#N/A,12
8/10/2006,Morgan,39,42,9.5,#N/A,2,2,1,4.5
7/10/2006,Nielsen,39,42,9,#N/A,2,2,#N/A,6
24/09/2006,Newspoll,41,42,6,#N/A,#N/A,#N/A,#N/A,11
24/09/2006,Morgan,41.5,41.5,8,#N/A,1,2.5,1,4.5
10/09/2006,Newspoll,39,41,6,#N/A,#N/A,#N/A,#N/A,14
10/09/2006,Morgan,38,43,9,#N/A,2,2.5,0.5,5
9/09/2006,Nielsen,42,39,10,#N/A,#N/A,2,#N/A,7
27/08/2006,Newspoll,44,42,5,#N/A,#N/A,#N/A,#N/A,9
27/08/2006,Morgan,39,42.5,8,#N/A,2.5,2.5,0.5,5
13/08/2006,Newspoll,44,37,7,#N/A,#N/A,#N/A,#N/A,12
13/08/2006,Morgan,40.5,41.5,8.5,#N/A,3,2,1,3.5
12/08/2006,Nielsen,42,41,9,#N/A,#N/A,2,1,6
6/08/2006,Newspoll,42,41,7,#N/A,#N/A,#N/A,#N/A,10
30/07/2006,Newspoll,43,40,5,#N/A,#N/A,#N/A,#N/A,12
30/07/2006,Morgan,40,42,8,#N/A,2.5,2,1,4.5
16/07/2006,Newspoll,42,42,5,#N/A,#N/A,#N/A,#N/A,11
16/07/2006,Morgan,45,36.5,7.5,#N/A,2.5,1.5,1.5,5.5
15/07/2006,Nielsen,43,41,10,#N/A,#N/A,2,1,5
9/07/2006,Morgan,39,42.5,8.5,#N/A,2.5,2.5,1,4
2/07/2006,Newspoll,40,41,5,#N/A,#N/A,#N/A,#N/A,14
25/06/2006,Morgan,42,40.5,8.5,#N/A,1.5,1.5,0.5,5.5
18/06/2006,Newspoll,44,38,7,#N/A,#N/A,#N/A,#N/A,11
17/06/2006,Nielsen,41,36,11,#N/A,#N/A,2,1,9
11/06/2006,Morgan,39.5,42,8,#N/A,2.5,2,1.5,4.5
28/05/2006,Newspoll,40,39,7,#N/A,#N/A,#N/A,#N/A,14
28/05/2006,Morgan,42,41,7.5,#N/A,3,1.5,1,4
20/05/2006,Nielsen,41,40,11,#N/A,#N/A,2,1,5
14/05/2006,Newspoll,43,39,6,#N/A,#N/A,#N/A,#N/A,12
14/05/2006,Morgan,42,40.5,7,#N/A,1.5,2.5,0.5,6
7/05/2006,Morgan,39,42,9.5,#N/A,1.5,2.5,1,4.5
30/04/2006,Newspoll,42,37,7,#N/A,#N/A,#N/A,#N/A,14
30/04/2006,Morgan,40,39,8.5,#N/A,2.5,2.5,1,6.5
23/04/2006,Nielsen,43,38,10,#N/A,#N/A,2,1,7
16/04/2006,Morgan,38.5,42,9.5,#N/A,2.5,1.5,0.5,5.5
9/04/2006,Newspoll,41,39,7,#N/A,#N/A,#N/A,#N/A,13
2/04/2006,Morgan,39,43.5,8,#N/A,2,1.5,1,5
26/03/2006,Nielsen,43,37,8,#N/A,#N/A,2,1,8
26/03/2006,Newspoll,41,42,4,#N/A,#N/A,#N/A,#N/A,13
19/03/2006,Morgan,44,38.5,8.5,#N/A,2.5,1.5,1,4
12/03/2006,Newspoll,45,35,6,#N/A,#N/A,#N/A,#N/A,14
5/03/2006,Morgan,43,39.5,8,#N/A,2,1.5,1,5
26/02/2006,Nielsen,42,40,10,#N/A,#N/A,2,1,7
26/02/2006,Newspoll,41,39,7,#N/A,#N/A,#N/A,#N/A,13
19/02/2006,Morgan,40,40.5,8,#N/A,2,2.5,1,6
12/02/2006,Newspoll,41,39,5,#N/A,#N/A,#N/A,#N/A,15
5/02/2006,Morgan,40.5,42,8,#N/A,2,1.5,1,5
29/01/2006,Nielsen,43,36,11,#N/A,#N/A,2,1,5
29/01/2006,Newspoll,44,36,7,#N/A,#N/A,#N/A,#N/A,13
29/01/2006,Morgan,42,38,8.5,#N/A,2.5,2,1,6
15/01/2006,Newspoll,45,37,7,#N/A,#N/A,#N/A,#N/A,11
15/01/2006,Morgan,39,43,8,#N/A,3,2,1,4
18/12/2005,Newspoll,41,39,7,#N/A,#N/A,#N/A,#N/A,13
18/12/2005,Nielsen,39,39,10,#N/A,#N/A,3,2,7
18/12/2005,Morgan,39.5,39.5,10.5,#N/A,3,1.5,1.5,4.5
11/12/2005,Morgan,38.5,42,10,#N/A,2.5,2,1,4
4/12/2005,Newspoll,38,42,6,#N/A,#N/A,#N/A,#N/A,14
27/11/2005,Morgan,35.5,45.5,9,#N/A,2,2,1.5,4.5
20/11/2005,Newspoll,39,42,7,#N/A,#N/A,#N/A,#N/A,12
20/11/2005,Nielsen,37,43,10,#N/A,#N/A,2,1,8
12/11/2005,Morgan,43.5,38,9,#N/A,2,1.5,#N/A,6
6/11/2005,Newspoll,41,39,8,#N/A,#N/A,#N/A,#N/A,12
6/11/2005,Morgan,38.5,43,9.5,#N/A,2,1.5,1,4.5
30/10/2005,Morgan,39,41,9.5,#N/A,2,2.5,1,5
23/10/2005,Newspoll,37,40,9,#N/A,#N/A,#N/A,#N/A,14
23/10/2005,Nielsen,43,36,10,#N/A,#N/A,3,1,6
16/10/2005,Morgan,39.5,41.5,9,#N/A,2,2,1.5,4.5
9/10/2005,Newspoll,43,37,7,#N/A,#N/A,#N/A,#N/A,13
2/10/2005,Morgan,42,38.5,9,#N/A,2,2.5,1.5,4.5
25/09/2005,Nielsen,43,35,10,#N/A,#N/A,3,1,9
25/09/2005,Newspoll,44,34,8,#N/A,#N/A,#N/A,#N/A,14
18/09/2005,Morgan,44,34.5,10,#N/A,2,2.5,1.5,5.5
11/09/2005,Newspoll,41,39,7,#N/A,#N/A,#N/A,#N/A,13
11/09/2005,Morgan,39.5,41.5,7,#N/A,3,1.5,0.5,7
4/09/2005,Morgan,44,37,8.5,#N/A,3,1.5,1,5
28/08/2005,Nielsen,44,36,10,#N/A,#N/A,3,1,6
28/08/2005,Newspoll,42,40,6,#N/A,#N/A,#N/A,#N/A,12
21/08/2005,Morgan,39,41.5,8,#N/A,3,2,1.5,5
14/08/2005,Newspoll,45,37,7,#N/A,#N/A,#N/A,#N/A,11
7/08/2005,Morgan,41.5,42,7.5,#N/A,2,2,1,4
31/07/2005,Nielsen,43,38,11,#N/A,#N/A,3,1,5
31/07/2005,Newspoll,42,41,7,#N/A,#N/A,#N/A,#N/A,10
24/07/2005,Morgan,41.5,38.5,8,#N/A,1.5,2.5,2,6
17/07/2005,Newspoll,45,39,5,#N/A,#N/A,#N/A,#N/A,11
10/07/2005,Morgan,42.5,40.5,7.5,#N/A,2.5,1.5,1,4.5
3/07/2005,Newspoll,44,39,6,#N/A,#N/A,#N/A,#N/A,11
3/07/2005,Nielsen,40,41,10,#N/A,#N/A,2,1,5
26/06/2005,Morgan,42,39.5,9,#N/A,2.5,2,1,4
19/06/2005,Newspoll,44,37,7,#N/A,#N/A,#N/A,#N/A,12
12/06/2005,Morgan,43.5,39.5,7.5,#N/A,2,1.5,1.5,4.5
5/06/2005,Nielsen,44,38,9,#N/A,#N/A,2,2,6
29/05/2005,Newspoll,47,37,5,#N/A,#N/A,#N/A,#N/A,11
29/05/2005,Morgan,45,39,7.5,#N/A,1.5,1.5,0.5,5
15/05/2005,Newspoll,45,40,6,#N/A,#N/A,#N/A,#N/A,9
15/05/2005,Morgan,43,41,8,#N/A,2,1.5,0.5,4
8/05/2005,Nielsen,43,39,10,#N/A,#N/A,2,1,6
1/05/2005,Newspoll,46,38,6,#N/A,#N/A,#N/A,#N/A,10
24/04/2005,Morgan,42,40,8.5,#N/A,1.5,2,1,5
17/04/2005,Newspoll,45,39,5,#N/A,#N/A,#N/A,#N/A,11
10/04/2005,Nielsen,43,39,10,#N/A,#N/A,2,2,5
10/04/2005,Morgan,40.5,43,8,#N/A,2,1.5,1.5,3.5
8/04/2005,Morgan,42,42.5,8,#N/A,1.5,1.5,1,3.5
3/04/2005,Newspoll,43,41,5,#N/A,#N/A,#N/A,#N/A,11
27/03/2005,Morgan,44,39,8,#N/A,2,1.5,1,4.5
20/03/2005,Newspoll,47,36,6,#N/A,#N/A,#N/A,#N/A,11
13/03/2005,Nielsen,41,39,11,#N/A,#N/A,1,2,6
13/03/2005,Morgan,44.5,37,10,#N/A,2.5,1,1,4
6/03/2005,Newspoll,45,37,5,#N/A,#N/A,#N/A,#N/A,13
6/03/2005,Morgan,44.5,43,7,#N/A,2.5,1.5,1,0.5
27/02/2005,Morgan,46,38.5,7.5,#N/A,1,2,0.5,4.5
20/02/2005,Newspoll,47,38,6,#N/A,#N/A,#N/A,#N/A,9
13/02/2005,Nielsen,47,36,9,#N/A,#N/A,1,1,5
13/02/2005,Morgan,45,37.5,9,#N/A,2,2,1,3.5
6/02/2005,Newspoll,48,37,6,#N/A,#N/A,#N/A,#N/A,9
30/01/2005,Morgan,45,38,8,#N/A,2,2,1.5,3.5
23/01/2005,Newspoll,46,37,7,#N/A,#N/A,#N/A,#N/A,10
22/01/2005,Nielsen,52,34,8,#N/A,#N/A,2,1,4
16/01/2005,Morgan,47,37,7.5,#N/A,2,1.5,1,4
19/12/2004,Newspoll,46,39,6,#N/A,#N/A,#N/A,#N/A,9
19/12/2004,Morgan,45.5,36.5,9.5,#N/A,2,1.5,1.5,3.5
5/12/2004,Newspoll,47,33,8,#N/A,#N/A,#N/A,#N/A,12
5/12/2004,Morgan,46.5,36,9,#N/A,2.5,1.5,1,3.5
21/11/2004,Newspoll,46,38,6,#N/A,#N/A,#N/A,#N/A,10
21/11/2004,Morgan,44,39,8.5,#N/A,1.5,2,1,4
7/11/2004,Morgan,44.5,39.5,8.5,#N/A,2,2,1,2.5
17/10/2004,Morgan,46.5,37.5,7.5,#N/A,#N/A,1.5,1.5,5.5
9/10/2004,Morgan,46.4,37.6,7.2,#N/A,2,1.2,1.2,4.4
8/10/2004,Morgan,50.5,38.5,9.5,#N/A,#N/A,1,1,4.5
7/10/2004,Nielsen,49,37,7,#N/A,#N/A,1,1,5
7/10/2004,Newspoll,45,39,7,#N/A,#N/A,1,1,7
3/10/2004,Newspoll,46,39,7,#N/A,#N/A,1,#N/A,7
3/10/2004,Morgan,45.5,40.5,9,#N/A,#N/A,2,1,6
2/10/2004,Nielsen,48,39,8,#N/A,#N/A,1,1,4
26/09/2004,Newspoll,43,40,7,#N/A,#N/A,1,#N/A,9
26/09/2004,Morgan,48,40,9,#N/A,#N/A,1,1,5
23/09/2004,Nielsen,50,36,8,#N/A,#N/A,1,1,4
19/09/2004,Newspoll,43,41,7,#N/A,#N/A,1,#N/A,8
